Annotator 1,Annotator 2(Yasitha),Phrase
,,"ඉස්සර අපි පුංචි කාලේ ඔය ඉඳි කඩලා, ලුණු වතුර බෝතලයකට දාලා තියලා පහුවදාට කනවා.හරිම රසයි. කහට ගතියත් නැතුව යනවා.අද අපේ ළමයි අතර ඉඳි ගහක් දැකපු නැති අයත් ඉන්නවා."
,,සොබාදහම කියන්නේ හරිම පුදුම දෙයක්. මනුස්සයන්ට කීයක් හරි හොයා ගන්න මොන විදියකින් හරි උදවු කරනවා.මේ ඉඳි වලට මේ මිනිස්සු අඩු ගානේ වතුර ටිකක්වත් දාලා නැහැනේ.නිකම් කැළේ හැදුන ඉඳි.සොබාදහම එක්ක ඉන්න මිනිස්සුන්ට තමා මේ උදවු කරන්නේ.කාලෙකට ඉස්සර කල්පිටිය ධීවරයන්ට මාළු නැතුව හරිම අමාරුවෙන් ජීවත් වුණේ. ඒ මිනිස්සු දෙවියන්ට දුක කිවුවා.දවසක් උදේ මුහුදට එනකොට විශාල වියලි මිරිස් ගෝනි දහස් ගානක් ගොඩගහලා.කට්ටිය එකතු වෙලා මිරිස් වේළලා විකුණා ගත්තා.මාස හයකට ජීවත් වෙන්න සොබදහම උදවු කළා.
anger,anger,මේවා ලංකා ඉඳි. අයියෝ ලංකාවේ නෙවෙයිද ඉපදුණේ.ඉඳි ගහක්වත් දැකල නැද්ද?
,,ඇත්ත තමයි ලලිත් අපොන්සු...
joy,joy,ලස්සනයි!
joy,joy,ඒ ළමයි හරි ලස්සනයි නේද?
,,මේකේ අදහස් දාන ගොඩක් අය මම නම් හිතන්නේ ඉදිගහක් දැකල නැති අය.මම අවුරුදු ගානක් රටින් පිට ජීවත් වෙලත් මගේ රටේ දේවල් මට තවම එදා වගේ මතකයි. තමන්ගේ රට ගැන හොඳට හිතන්න.
,,අපි කවුරුත් දන්නා ඉඳිකොළ තොප්පිය හදන්නේ මේ ඉඳිකොළ වලින්. ඔය කියන තරම් මේ ඉඳි රස නැහැ. පොත්ත ගැලෙව්වාම බාර්ලි ඇටයක හැඩයේ ඊට ටිකක් ලොකු ඇටයක් තියෙනවා. ඒ ඇටේ වටා තියෙන සුදුපාට පටලය කන්න පුළුවන්.
,,"සමින්ද, ඉන්දික මොනවද මේ කියන්නේ. කොහොමද මේවා රට ඉඳි වෙන්නේ. මේවා හැදෙන්නේ ලංකාවේ ඉතින් මේවට කියන්නේ අපේ ඉඳි කියලා."
,,ඇත්තටම වටිනා ප්‍රවෘතියක්. ඔය ගස් ලංකාවේදී දැකලා තිබුණට ඒක රසවත් පළතුරක් බව දැනන් හිටියේ නැහැ. ශ්‍රියානි ලංකාවේ ඉපදුණු බොහෝ දෙනෙක් වෙනත් පළාත්වල තියෙන ගස් කොළන් පලතුරු ගැන අවබෝධයක් නැහැ. ඒක ඇත්තක් මිනිස්සුන්ට රට වටේ ඇවිදින්න වෙලාවක් නැහැනේ. ඒ කොහොම වුණත් දීලා තියෙන විස්තරයට අනුව රට ඉඳි වල ප්‍රභේදක්ද කියල මට හිතෙනවා. ගහේ පත්‍ර සහ කටු සහිත පිති ගැට අවධියේ සිට ඉදුණු අවධිය දක්වා විස්තර කර ඇති වර්ණ ආදිය සියල්ල රට ඉඳි වලට සමානයි හැබැයි මේ ගස රට ඉඳි ගසක කුඩා කාලය වගේ. මොකද රට ඉඳි ගස් උස යනවා. මෙහෙ දැන් රට ඉඳි හැදෙන කාලේ දැන් කොළ පැහැති ගැට තියෙන්නේ තව ටික දවසකින් ඒවා තැඹිලි පාටට හුරු කහ පැහැයක් ගන්නවා ඉන් පස්සේ රතු පාට ඊටත් පස්සේ අපි ලංකාවේ කඩවල් වල දකින දුඹුරු පැහැ ගන්නේ. එතකොට නම් ගොඩක් රහයි. කොළ පාට ඇරෙන්න අනෙක් අවධි වලදී කන්න පුළුවන් පැණි රස තියෙනවා. නමුත් ටිකක් කහට රහක් වගේම කට කසන ගතියක් තියෙනවා.
,,"මේ නංගිලට දකුණට වඩා ආරක්ෂාව, නිදහස උතුරේ තියෙනවා වගේ. එක ළමයෙක් පබා වගේ. ඔක්කොම අපේ රටේ ඉඳි ගස්."
,,අපිත් පොඩි කාලේ ඕවා කාලා තියෙනවා. ඉදුණහම හරි රසයි. ලුණු වල දැම්මහමත් රසයි. අවුරුදු ගාණකින් අද තමයි ඉදි දැක්කේ.
,,"උතුරේ සෑදෙන පළතුරු, මිදි , අඹ, ඉඳි වාගේ දේවල් ඉතා රසවත්. උතුරේ සෑදෙන බොහෝ දේවල් දකුණේ වැවෙන්නේ නැහැ. එනිසා උතුරත් දකුණත් දෙකම අපි සැමට අවශ්‍ය පළාත් දෙකක්"
joy,joy,ඉඳි හරිම ලස්සනයිනේ!
,,අයියෝ! මේ හැමෝම ඉඳි කාලා නැහැ වගේ පෙනෙන්නේ
,,මේ තමා ලංකාවට අවේනික ඉඳි ගස.
,,අපි පුංචි කාලේ ඕව කාලා තියනවා.අපේ පැත්තෙත් තිබුනා. හැබැයි ඔච්චර ගොඩක් නම් තිබුනේ නැහැ.එක ගහක් දෙකක් තමා තිබුණේ. අපි කුරුණෑගල දිස්ත්‍රික්කයේ.
,,මේ ඉඳි විකුනන්න පුලුවන්ද
,,ඇත්තෙන්ම හරිම ලස්සන පාට මමත් මතක ඇති කාලෙකින් කෑවේ නැහැ .අපේ රටේ ඉදි
,,මම මුලතිවි රාජකාරි කරන කාලේ මේවා ඇතිවෙන්න කෑවා.මේ රට ඉඳි නෙවෙයි.ලංකාවේ උෂ්ණ කලාපයේ හැදෙන ඉඳි වර්ගයක්.වන්නියේ ඉඳි වාර‍ෙ වගේම තමයි පලු වාරෙත්.පලු ඵල බරින් ගස් පිරෙනවා.
